user_skills_str,job_skills_str,job_title,job_idx,n_user_skills,n_job_skills,overlap_pct,label
"aws, azure, django, gcp, git, nextjs, react, react native, scala, sql","aws, azure, django, fastapi, flask, gcp, git, javascript, nextjs, python, react, react native, scala, sql",Full Stack Developer (Python),17,10,14,0.7142857142857143,1
"agile, automation, laravel, selenium, sql, typescript","agile, automation, selenium",IT Quality Assurance Tester (Manual / Automation),152,6,3,1.0,1
"django, flask, java","numpy, pandas, powerbi, python, r, sql, tableau",Haquhara Internship Opportunity 2026,72,3,7,0.0,0
"aspnet, jest","powerbi, python, sql, tableau",IT Data Internship,104,2,4,0.0,0
"aspnet, java, testing","aspnet, cloud, java, testing",Software Engineer Intern (Paid Internship),103,3,4,0.75,1
"android, api, flutter, git, kotlin","python, react native, sql",Data Analyst Intern,125,5,3,0.0,0
"gcp, security, springboot","linux, network security, networking, security",Cyber Security Officer,144,3,4,0.25,0
"database, java, mongodb, powerbi, python, sql, tableau, user research","api, aws, azure, cicd, css, django, docker, fastapi, flask, gcp, java, javascript, jest, kubernetes, node, python, react, react native, redis, sql, tailwind, testing, typescript",Full Stack AI Developer,2,8,23,0.13043478260869565,0
"python, pytorch, tensorflow","agile, automation, flutter, java, javascript, quality assurance, react native, rust, testing, typescript, user research",QA Engineer Intern,27,3,11,0.0,0
"git, linux, networking, python, pytorch","linux, networking",IT Support Intern,148,5,2,1.0,1
"accessibility, network security, nosql","numpy, pandas, python, pytorch, sklearn, tensorflow",AI Engineer,84,3,6,0.0,0
"agile, api, css, design system, figma, java, javascript, nextjs, postman, r, react, typescript, vue","agile, api, css, design system, figma, git, html, java, javascript, nextjs, react, typescript, vue",Front End Engineer,25,13,13,0.8461538461538461,1
"design system, scala, user research","penetration, security",GRC Staff (IT),163,3,2,0.0,0
"aspnet, flask, ios, testing","css, database, flutter, git, java, javascript, laravel, sql, tailwind",(Internship) Fullstack Development,50,4,9,0.0,0
"api, css, git, html, java, javascript, laravel, nextjs, php, react, sql","api, css, git, html, java, javascript, laravel, nextjs, php, react, sql",IT System Developer,28,11,11,1.0,1
"api, express, git, java, javascript, mongodb, node, react, sql","api, express, git, java, javascript, mongodb, node, react, sql, vue",Internship IT Programmer,34,9,10,0.9,1
"design system, figma, user research","database, java, javascript, mongodb, nosql, python, pytorch, sql, tensorflow",Industrial Software Developer & Program Analyst,48,3,9,0.0,0
"design system, figma, rust, user research","design system, figma, rust, user research",UI/UX Designer Intern,123,4,4,1.0,1
"flutter, git, python, react, react native, sql, testing","agile, angular, api, aws, cicd, css, docker, gcp, git, html, java, javascript, jest, kubernetes, node, nosql, python, react, ruby on rails, scala, sql, testing, vue",Junior Software Engineer,1,7,23,0.21739130434782608,0
"css, database, flutter, git, java, javascript, laravel, sql, tailwind","css, database, flutter, git, java, javascript, laravel, sql, tailwind",(Internship) Fullstack Development,50,9,9,1.0,1
"powerbi, pytorch","aspnet, cloud, java, testing",Software Engineer Intern (Paid Internship),103,2,4,0.0,0
"cicd, cloud, database, django, docker, java, javascript, node, nosql, python, react, rust, scala, typescript","cicd, cloud, database, django, docker, java, javascript, node, nosql, python, react, rust, scala, typescript",FullStack Engineer,15,14,14,1.0,1
"jest, postman, sql","postman, sql",Junior Quality Assurance,168,3,2,1.0,1
"api, docker, laravel, node, sql, swift","api, docker, laravel, node, python, sql",Class Manager: Back-End (Intern),74,6,6,0.8333333333333334,1
"adobexd, design system, figma, gcp, user research","adobexd, design system, figma, user research",UI/UX Desainer Intern,91,5,4,1.0,1
"ansible, aws, azure, bash, cicd, docker, gcp, go, kubernetes, python, rust, terraform","ansible, aws, azure, bash, cicd, docker, gcp, go, kubernetes, linux, python, rust, security, terraform",IT Security Engineer,16,12,14,0.8571428571428571,1
"api, cicd, database, docker, git, go, graphql, java, javascript, nextjs, nosql, react, scala, sql, typescript, vue","database, linux, networking, security",IT INTERNSHIP,175,16,4,0.25,0
"laravel, linux, sql","laravel, linux, networking, sql",IT Support,132,3,4,0.75,1
"python, react native, sql","android, bash, ios, linux, network security, networking, penetration, python",Junior Offensive Security Engineer,58,3,8,0.125,0
"aspnet, database, express, html, java, javascript, sql, swift, testing","aspnet, database, express, html, java, javascript, sql, testing",Web Developer,65,9,8,1.0,1
"agile, appium, go, java, javascript, postman, python, quality assurance, security, selenium, testing, user research","agile, appium, automation, go, java, javascript, postman, python, quality assurance, security, selenium, testing, user research",Software Quality Assurance,23,12,13,0.9230769230769231,1
"aspnet, cloud, figma, java, jest, network security, react native, testing","aspnet, cloud, java, testing",Software Engineer Intern (Paid Internship),103,8,4,1.0,1
"ansible, aws, cicd, design system, docker, javascript, kubernetes, linux, terraform","ansible, aws, cicd, docker, kubernetes, linux, terraform",DevOps Intern (Mahasiswa Aktif),73,9,7,1.0,1
"api, css, git, graphql, html, java, javascript, jest, node, php, powerbi, react, springboot, tailwind, testing, typescript","api, css, git, graphql, html, java, javascript, jest, react, springboot, tailwind, testing, typescript",Frontend Developer (Contract),21,16,13,1.0,1
"network security, networking, penetration, security, wireshark","java, javascript, quality assurance, testing, typescript",QA Engineer Intern,90,5,5,0.0,0
"javascript, pandas, python","javascript, pandas, python, sql",Programmer/ IT Developer,120,3,4,0.75,1
"react native, terraform","api, database, docker, git, go, javascript, node, python, react, sql, testing, typescript",Software Intern,20,2,12,0.0,0
"api, firebase, flutter, git, react native","network security, networking, user research",Network Security Engineer,136,5,3,0.0,0
"linux, networking","linux, networking",IT SPECIALIST,170,2,2,1.0,1
"javascript, pandas, sql","javascript, pandas, python, sql",Programmer/ IT Developer,120,3,4,0.75,1
"api, database, design system, linux, networking, powerbi, python, security","database, linux, networking, security",IT Support Intern,162,8,4,1.0,1
"azure, cicd, css, graphql, jest","cicd, css, design system, figma, git, react, rust, tailwind, typescript",Front-End React Developer,54,5,9,0.2222222222222222,0
"api, cicd, css, git, html, javascript, jest, linux, redis, ruby on rails, sql, tailwind","agile, api, cicd, css, git, html, javascript, jest, linux, redis, ruby on rails, sql, tailwind, vue",Fullstack/Frontend Web Developer,19,12,14,0.8571428571428571,1
"javascript, react, react native","javascript, react, react native",Software Engineer Frontend (Graduate Internship),128,3,3,1.0,1
"network security, networking, user research","database, linux, networking, security",IT Support Intern,162,3,4,0.25,0
"aspnet, css, sql","aspnet, css, html, sql",IT PROGRAMMER STAFF,121,3,4,0.75,1
"flask, pytorch, quality assurance, react native, sql","agile, api, css, design system, figma, git, html, java, javascript, nextjs, react, typescript, vue",Front End Engineer,25,5,13,0.0,0
"cicd, powerbi, springboot, user research","powerbi, python, sql, tableau",IT Data Internship,104,4,4,0.25,0
"api, appium, scala, tableau","api, aspnet, css, database, git, html, java, javascript, scala, user research",Web Programmer,44,4,10,0.2,0
"git, javascript, nextjs, numpy, pandas, python, pytorch, quality assurance, react, tailwind, typescript","css, fastapi, git, javascript, jest, nextjs, numpy, pandas, python, pytorch, quality assurance, react, sql, tailwind, typescript",AI Engineer Internship,8,11,15,0.7333333333333333,1
"api, firebase, flutter, git, react native","agile, api, cicd, css, git, html, javascript, jest, linux, redis, ruby on rails, sql, tailwind, vue",Fullstack/Frontend Web Developer,19,5,14,0.14285714285714285,0
"css, docker, figma, git, kubernetes, vue","automation, css, docker, figma, git, kubernetes, vue",UI/UX Engineer,71,6,7,0.8571428571428571,1
"git, java, linux, python, pytorch, tensorflow, testing","git, java, linux, python, pytorch, scala, tensorflow, testing",Software Engineer (C++),64,7,8,0.875,1
"docker, graphql, mongodb, network security, redis, sql, terraform","cicd, cloud, database, docker, git, javascript, nextjs, nosql, react, scala, sql, testing",AI-Native Fullstack Developer,22,7,12,0.16666666666666666,0
"agile, api, aws, azure, cicd, database, docker, firebase, gcp, git, html, java, javascript, kubernetes, react native, sql","agile, api, aws, azure, cicd, database, docker, gcp, git, html, java, javascript, kubernetes, react native, sql",Junior Software Engineer (JAVA),12,16,15,1.0,1
"network security, networking, penetration, security, wireshark","api, aws, cicd, docker, git, go, graphql, javascript, kubernetes, nextjs, node, react, rust, scala, sql, terraform, typescript",Full Stack Software Engineer (CAD Rooms Cloud PDM),7,5,17,0.0,0
"mongodb, nosql, sql","mongodb, nosql, sql",Data Analyst INTERN,124,3,3,1.0,1
"powerbi, react native","powerbi, react native",Pharmacy Activation Data Intern,134,2,2,1.0,1
"firebase, security, selenium","mongodb, nosql, sql",Data Analyst INTERN,124,3,3,0.0,0
"database, networking, security","database, linux, networking, security",IT support,180,3,4,0.75,1
"api, docker, elasticsearch, fastapi, flask, git, jest, linux, nosql, python, security, sql","api, docker, elasticsearch, fastapi, flask, git, jest, linux, nosql, python, security, sql",Agentic AI Engineer,29,12,12,1.0,1
"design system, figma, user research","python, pytorch, tensorflow",Computer Vision Internship,142,3,3,0.0,0
"html, network security, networking, numpy, penetration, tensorflow, terraform, wireshark","network security, networking, penetration, security, wireshark",Network Security Engineer,113,8,5,0.8,1
"agile, api, cloud, css, design system, figma, flask, git, html, java, javascript, laravel, nextjs, react, typescript, vue","agile, api, css, design system, figma, git, html, java, javascript, nextjs, react, typescript, vue",Front End Engineer,25,16,13,1.0,1
"penetration, security","css, html, java, javascript, laravel, php",IT Programmer (Internship),68,2,6,0.0,0
"git, javascript, nextjs, node, nosql, python, react, react native, scala, sql","git, javascript, nextjs, node, nosql, python, react, react native, scala, sql",FULL STACK SOFTWARE DEVELOPER,38,10,10,1.0,1
"numpy, pandas, python, pytorch, sklearn, tensorflow","api, css, git, html, java, react, react native, typescript",Frontend Developer,60,6,8,0.0,0
"api, firebase, flutter, git, react native","git, laravel, php, r, react, sql",Fullstack Programmer Apprentice- (WFO-Malang),97,5,6,0.16666666666666666,0
"express, numpy, typescript, user research","aws, azure, cicd, gcp, network security",Security Architect & Engineering,106,4,5,0.0,0
"api, css, git, html, java, javascript, laravel, sql","design system, figma, rust, user research",UI/UX Designer Intern,123,8,4,0.0,0
"git, java, pandas","api, firebase, flutter, git, react native",Flutter Developer (Intern),89,3,5,0.2,0
"adobexd, figma, testing","network security, networking, penetration, security, wireshark",Network Security Engineer,113,3,5,0.0,0
"jest, numpy, pandas, pytorch, sklearn, tensorflow","jest, numpy, pandas, python, pytorch, sklearn, tensorflow",AI/ML Engineer Intern,62,6,7,0.8571428571428571,1
"html, kotlin, networking, redis, rust, tailwind","ansible, aws, cicd, docker, kubernetes, linux, terraform",DevOps Intern (Mahasiswa Aktif),73,6,7,0.0,0
"network security, networking, penetration, security","network security, networking, penetration, security",Network Security Department Head,143,4,4,1.0,1
"git, graphql, postman, redis, wireshark","design system, scala, user research",UI UX Designer Intern,139,5,3,0.0,0
"docker, linux, python, pytorch, scala, tensorflow","docker, linux, python, pytorch, scala, tensorflow",AI Engineer,87,6,6,1.0,1
"network security, networking, security","network security, networking, penetration, security",Network Security Department Head,143,3,4,0.75,1
"agile, api, network security, react, sql, swift","database, linux, networking, security",IT support,180,6,4,0.0,0
"cicd, scala","git, javascript, python, sql",Software & PLC Programmer,179,2,4,0.0,0
"git, node, php, sql","git, node, php, react, sql",FULL STACK DEVELOPER,105,4,5,0.8,1
"css, html, javascript, laravel, php","css, html, java, javascript, laravel, php",IT Programmer (Internship),68,5,6,0.8333333333333334,1
"network security, security","database, linux, networking, security",IT support,180,2,4,0.25,0
"powerbi, springboot, sql","jest, numpy, pandas, python, pytorch, sklearn, tensorflow",AI/ML Engineer Intern,62,3,7,0.0,0
"bash, elasticsearch, gcp, javascript, tableau, user research","aws, azure, bash, gcp, linux, penetration, python, security",Security Engineer,66,6,8,0.25,0
"ansible, go","database, java, php, python, sql",IT Intern,93,2,5,0.0,0
"angular, elasticsearch, gcp, kotlin, python, selenium","api, cicd, database, docker, git, go, graphql, java, javascript, nextjs, nosql, react, scala, sql, typescript, vue",AI Engineer,9,6,16,0.0,0
"design system, figma, rust, user research","appium, automation, quality assurance, selenium, testing",Quality Assurance Intern,100,4,5,0.0,0
"automation, css, docker, figma, git, kubernetes, mongodb, ruby on rails, rust, tensorflow, vue","automation, css, docker, figma, git, kubernetes, vue",UI/UX Engineer,71,11,7,1.0,1
"agile, api, docker, git, javascript, kubernetes, node, python, scala","agile, api, docker, git, javascript, kubernetes, node, python, scala",AI Software Developer,49,9,9,1.0,1
"network security, networking, scala, security","api, css, django, express, fastapi, git, html, java, javascript, nextjs, node, python, react, sql",Fullstack Developer IT Intern,13,4,14,0.0,0
"accessibility, api, automation, database, git, go, javascript, nextjs, node, nosql, php, python, scala, security, sql, testing","accessibility, api, automation, css, database, express, git, go, html, java, javascript, mongodb, nextjs, node, nosql, php, python, scala, security, sql, testing",Backend Programmer,3,16,21,0.7619047619047619,1
"aws, azure, bash, flutter, gcp, linux, penetration, python, r, security","aws, azure, bash, gcp, linux, penetration, python, security",Security Engineer,66,10,8,1.0,1
"agile, api, automation, cicd, git, postman, quality assurance, sql, testing, user research","agile, api, automation, cicd, git, postman, quality assurance, sql, testing, user research",Jr Quality Assurance (Manual),47,10,10,1.0,1
"android, aspnet, ios, java, javascript","android, aspnet, html, ios, java, javascript, sql",Web Developer - Internship,56,5,7,0.7142857142857143,1
"linux, networking, php, quality assurance, security","linux, networking",IT SPECIALIST,170,5,2,1.0,1
"automation, database, fastapi","aws, bash, gcp, network security, networking, penetration, python, security, user research, wireshark",IT Security Specialist,46,3,10,0.0,0
"design system, figma, rust, user research","api, database, docker, git, go, javascript, node, python, react, sql, testing, typescript",Software Intern,20,4,12,0.0,0
"css, git, html, java, javascript, laravel, php, react","api, css, git, html, java, javascript, laravel, nextjs, php, react, sql",IT System Developer,28,8,11,0.7272727272727273,1
"api, git, graphql, java, springboot, sql","api, git, graphql, java, springboot, sql",Back End Developer,80,6,6,1.0,1
"database, networking, security","database, linux, networking, security",IT Intern,173,3,4,0.75,1
"agile, css, html, javascript, node, react, scala, testing, user research","agile, angular, css, html, javascript, node, react, scala, testing, user research",Web Developer,45,9,10,0.9,1
"quality assurance, testing","api, css, fastapi, git, go, java, javascript, jest, nextjs, numpy, pandas, postman, react, sql, tailwind, typescript, wireshark",Software Engineer Internship,6,2,17,0.0,0
"penetration, security","database, linux, networking, security",Intern Care Officer (IT Support & Customer Service),178,2,4,0.25,0
"agile, quality assurance, rust, testing","agile, quality assurance, testing",Paid Internship - Software Quality Assurance (Tester),130,4,3,1.0,1
"css, git, html, java, javascript, php, react, react native, sql","api, css, git, html, java, javascript, php, react, react native, sql",FULLSTACK DEVELOPER,42,9,10,0.9,1
"agile, angular, api, aws, cicd, css, docker, gcp, git, html, java, jest, kubernetes, node, nosql, python, ruby on rails, scala, sql, testing, vue","agile, angular, api, aws, cicd, css, docker, gcp, git, html, java, javascript, jest, kubernetes, node, nosql, python, react, ruby on rails, scala, sql, testing, vue",Junior Software Engineer,1,21,23,0.9130434782608695,1
"agile, appium, automation, go, java, javascript, postman, python, quality assurance, security, selenium, testing, user research","agile, appium, automation, go, java, javascript, postman, python, quality assurance, security, selenium, testing, user research",Software Quality Assurance,23,13,13,1.0,1
"flutter, git, react, react native, sql, testing","flutter, git, python, react, react native, sql, testing",IT Manager,76,6,7,0.8571428571428571,1
"java, javascript, php, python, testing","linux, networking, security, sql","Staff Sistem Administration, IT Security & Networking",129,5,4,0.0,0
"database, networking, security","database, linux, networking, security",IT Support Intern,162,3,4,0.75,1
"penetration, security","api, docker, laravel, node, python, sql",Class Manager: Back-End (Intern),74,2,6,0.0,0
"jest, numpy, pandas, python, pytorch, sklearn, tensorflow","design system, figma, rust, user research",UI/UX Designer Intern,123,7,4,0.0,0
"accessibility, kotlin, laravel, php, powerbi, tableau","git, java, python, scala, testing, user research",Software Engineering Talent Day - Surabaya,95,6,6,0.0,0
"ansible, aws, cicd, docker, kubernetes, linux, terraform","ansible, aws, cicd, docker, kubernetes, linux, terraform",DevOps Intern (Mahasiswa Aktif),73,7,7,1.0,1
"aws, cicd, css, git, graphql, java, javascript","aws, cicd, css, git, graphql, html, java, javascript, mongodb, nosql",Back-End Intern,31,7,10,0.7,1
"android, api, cicd, css, express, flutter, go, graphql, html, ios, javascript, kotlin, node, php, python, react, react native, redis, sql, swift, tailwind, tensorflow, testing, vue","android, api, cicd, css, express, flutter, go, graphql, html, ios, javascript, kotlin, laravel, node, php, python, pytorch, react, react native, redis, sql, swift, tailwind, tensorflow, testing, vue",Full Stack / Mobile Developer & AI Engineer,0,24,26,0.9230769230769231,1
"android, aspnet, elasticsearch, html, ios, java, sql","android, aspnet, html, ios, java, javascript, sql",Web Developer - Internship,56,7,7,0.8571428571428571,1
"elasticsearch, network security, penetration, security, tableau, vue, wireshark","network security, networking, penetration, security, wireshark",Cyber Security Palo Alto,111,7,5,0.8,1
"adobexd, design system, figma, user research","agile, laravel, node, nosql, php, sql",IT Backend Developer Staff,78,4,6,0.0,0
"linux, network security, networking, security","linux, network security, networking, penetration, security",Cybersecurity Bootcamp,112,4,5,0.8,1
"flutter, php, react native","appium, automation, quality assurance, selenium, testing",Quality Assurance Intern,100,3,5,0.0,0
"agile, angular, api, aws, docker, gcp, git, html, java, jest, kubernetes, node, nosql, python, react, ruby on rails, scala, sql, testing, vue","agile, angular, api, aws, cicd, css, docker, gcp, git, html, java, javascript, jest, kubernetes, node, nosql, python, react, ruby on rails, scala, sql, testing, vue",Junior Software Engineer,1,20,23,0.8695652173913043,1
"java, powerbi, python, quality assurance, sql, tableau","powerbi, python, sql, tableau",IT Data Internship,104,6,4,1.0,1
"api, css, express, fastapi, git, html, java, javascript, nextjs, node, python, react, sql","api, css, django, express, fastapi, git, html, java, javascript, nextjs, node, python, react, sql",Fullstack Developer IT Intern,13,13,14,0.9285714285714286,1
"network security, penetration, security, wireshark","network security, networking, penetration, security, wireshark",Network Security Engineer,113,4,5,0.8,1
"database, linux, networking, user research","database, linux, networking, user research",IT Staff,133,4,4,1.0,1
"network security, security","android, api, figma, git, ios, java, javascript, react, react native, typescript",React Native Developer (Junior),40,2,10,0.0,0
"api, aws, azure, database, django, fastapi, gcp, pandas, python, pytorch, scala, sql, tensorflow","api, aws, azure, database, django, fastapi, gcp, pandas, python, pytorch, react native, scala, sql, tensorflow",Python Developer - AI Solutions Company - Remote,18,13,14,0.9285714285714286,1
"api, cicd, css, express, go, ios, javascript, kotlin, laravel, node, php, python, react, react native, redis, sql, tensorflow, testing, vue","android, api, cicd, css, express, flutter, go, graphql, html, ios, javascript, kotlin, laravel, node, php, python, pytorch, react, react native, redis, sql, swift, tailwind, tensorflow, testing, vue",Full Stack / Mobile Developer & AI Engineer,0,19,26,0.7307692307692307,1
"linux, network security, networking, security","linux, network security, networking, security",Cyber Security Officer,144,4,4,1.0,1
"quality assurance, testing","api, database, docker, git, go, javascript, node, python, react, sql, testing, typescript",Software Intern,20,2,12,0.08333333333333333,0
"adobexd, go, linux, nosql, ruby on rails, vue","agile, angular, css, html, javascript, node, react, scala, testing, user research",Web Developer,45,6,10,0.0,0
"css, html, java, javascript, php, powerbi, sql","css, git, html, java, javascript, php, sql",Web Developer (Intern),55,7,7,0.8571428571428571,1
"network security, security","network security, security",IT Security Engineer,159,2,2,1.0,1
"android, api, flutter, git, kotlin","design system, figma, rust, user research",UI/UX Designer Intern,123,5,4,0.0,0
"docker, powerbi, python, sql, user research","docker, linux, powerbi, python, sql, user research",Data Engineer,88,5,6,0.8333333333333334,1
"android, api, flutter, ios, testing","android, api, flutter, git, ios, testing",Mobile App Flutter Developer (Internship),75,5,6,0.8333333333333334,1
"aws, cicd, css, git, graphql, html, java, javascript, mongodb, nosql","aws, cicd, css, git, graphql, html, java, javascript, mongodb, nosql",Back-End Intern,31,10,10,1.0,1
"aspnet, cloud, java, testing","aspnet, cloud, java, testing",Software Engineer Intern (Paid Internship),103,4,4,1.0,1
"api, firebase, flutter, git, react native","java, javascript, sql",Magang IT Programmer,115,5,3,0.0,0
"agile, appium, automation, database, figma, go, java, javascript, laravel, postman, python, quality assurance, security, selenium, testing","agile, appium, automation, go, java, javascript, postman, python, quality assurance, security, selenium, testing, user research",Software Quality Assurance,23,15,13,0.9230769230769231,1
"laravel, r, sql, typescript","aws, go, java, javascript, python, sql",IT Support (Application) - Jabodetabek,101,4,6,0.16666666666666666,0
"network security, networking, penetration, security, wireshark","api, cicd, docker, git, linux, python, pytorch, react native, scala, tensorflow, testing",Senior Machine Learning Engineer,35,5,11,0.0,0
"powerbi, python, sql","agile, appium, automation, go, java, javascript, postman, python, quality assurance, security, selenium, testing, user research",Software Quality Assurance,23,3,13,0.07692307692307693,0
"ansible, git, javascript, nextjs, node, nosql, python, react, react native, scala, selenium, sql, wireshark","git, javascript, nextjs, node, nosql, python, react, react native, scala, sql",FULL STACK SOFTWARE DEVELOPER,38,13,10,1.0,1
"network security, security","network security, security",Information Security Officer,167,2,2,1.0,1
"linux, networking","api, azure, cicd, docker, git, jest, python, testing",AI Engineer,59,2,8,0.0,0
"api, css, database, git, html, java, javascript, php, python, quality assurance","api, css, database, git, html, java, javascript, php, python, quality assurance",Front End Developer,39,10,10,1.0,1
"penetration, security","penetration, security",Manager Consultant (Cybersecurity),166,2,2,1.0,1
"accessibility, agile, firebase, javascript, php, sql","agile, java, javascript, php, sql",PROGRAMMER WEB,110,6,5,0.8,1
"appium, database, go, nosql, sklearn, user research","api, css, django, express, fastapi, git, html, java, javascript, nextjs, node, python, react, sql",Fullstack Developer IT Intern,13,6,14,0.0,0
"aws, azure, cloud, gcp, security, sql","database, linux, networking, security","Customer Service, Account Officer, Kepala Bagian Kredit, Driver, Audit Intern",174,6,4,0.25,0
"api, aws, azure, cicd, css, django, docker, fastapi, flask, gcp, java, javascript, jest, kubernetes, node, python, react, react native, redis, sql, tailwind, testing, typescript","api, aws, azure, cicd, css, django, docker, fastapi, flask, gcp, java, javascript, jest, kubernetes, node, python, react, react native, redis, sql, tailwind, testing, typescript",Full Stack AI Developer,2,23,23,1.0,1
"angular, cicd, figma, javascript, mongodb, ruby on rails, sql","api, cicd, database, docker, git, go, graphql, java, javascript, nextjs, nosql, react, scala, sql, typescript, vue",AI Engineer,9,7,16,0.1875,0
"angular, php, powerbi","network security, networking, penetration, security",Network Security Department Head,143,3,4,0.0,0
"kubernetes, numpy, pandas, python","docker, kubernetes, numpy, pandas, python",AI Engineer Intern,92,4,5,0.8,1
"azure, django, flask","springboot, user research",Web Developer (Spring Framework),158,3,2,0.0,0
"numpy, pandas, python, pytorch, sklearn, tensorflow","numpy, pandas, python, pytorch, sklearn, tensorflow",AI Engineer,86,6,6,1.0,1
"agile, api, automation, git, postman, quality assurance, sql, testing","agile, api, automation, cicd, git, postman, quality assurance, sql, testing, user research",Jr Quality Assurance (Manual),47,8,10,0.8,1
"agile, automation, pytorch","agile, laravel, node, nosql, php, sql",IT Backend Developer Staff,78,3,6,0.16666666666666666,0
"selenium, sklearn, wireshark","agile, automation, postman, selenium, sql, testing",Quality Assurance Engineer (Entry Level),70,3,6,0.16666666666666666,0
"kotlin, redis","javascript, pandas, python, sql",Programmer/ IT Developer,120,2,4,0.0,0
"api, aws, azure, css, django, docker, fastapi, gcp, java, javascript, jest, kubernetes, python, react native, sql, tailwind, testing, typescript","api, aws, azure, cicd, css, django, docker, fastapi, flask, gcp, java, javascript, jest, kubernetes, node, python, react, react native, redis, sql, tailwind, testing, typescript",Full Stack AI Developer,2,18,23,0.782608695652174,1
"agile, automation, flutter, javascript, quality assurance, rust, testing, typescript, user research","agile, automation, flutter, java, javascript, quality assurance, react native, rust, testing, typescript, user research",QA Engineer Intern,27,9,11,0.8181818181818182,1
"quality assurance, testing","linux, network security, networking, penetration, security, wireshark",Cyber Security Consultant,98,2,6,0.0,0
"django, java, linux, python, pytorch, scala, tensorflow, testing","git, java, linux, python, pytorch, scala, tensorflow, testing",Software Engineer (C++),64,8,8,0.875,1
"cicd, scala","adobexd, android, api, figma, flutter, git, ios, java, kotlin, swift",Mobile Developer Intern (Swift/Kotlin/Flutter),36,2,10,0.0,0
"cicd, selenium","api, css, fastapi, git, go, java, javascript, jest, nextjs, numpy, pandas, postman, react, sql, tailwind, typescript, wireshark",Software Engineer Internship,6,2,17,0.0,0
"quality assurance, testing","database, go, java, javascript, react, scala, sql, testing",Backend Engineer Project Intern (TikTok Shop by Tokopedia) - 2026 Start (BS/MS),43,2,8,0.125,0
"ansible, aws, azure, bash, cicd, docker, gcp, go, kubernetes, linux, python, rust, security, terraform","api, css, git, html, java, javascript, laravel, sql",Software Engineer - Fullstack (Laravel) Intern,51,14,8,0.0,0
"aspnet, express, gcp, php, selenium, sql, terraform","aspnet, express, php, sql",IT Programmer,118,7,4,1.0,1
"cicd, scala","quality assurance, testing",QA Engineer Intern,146,2,2,0.0,0
"cicd, cloud, database, django, docker, java, javascript, node, nosql, python, react, rust, scala, typescript","agile, appium, automation, go, java, javascript, postman, python, quality assurance, security, selenium, testing, user research",Software Quality Assurance,23,14,13,0.23076923076923078,0
"api, azure, typescript","linux, network security, networking, security",Cyber Security Officer,144,3,4,0.0,0
"quality assurance, react native, sql","java, quality assurance, react native, sql",IT JAVA Programmer (Junior),119,3,4,0.75,1
"aws, docker, elasticsearch, python, tensorflow","aws, azure, cicd, cloud, docker, gcp, git, go, java, kubernetes, network security, penetration, python, r, react native, security",Security Engineer,11,5,16,0.1875,0
"css, html","css, html",IT Intern,161,2,2,1.0,1
"php, redis","linux, network security, networking, penetration, security",Cybersecurity Bootcamp,112,2,5,0.0,0
"css, git, html, java, javascript, php, sql","css, git, html, java, javascript, php, sql",Web Developer (Intern),55,7,7,1.0,1
"api, css, express, git, html, java, javascript, node, react, sql","jest, numpy, pandas, python, pytorch, sklearn, tensorflow",AI/ML Engineer Intern,62,10,7,0.0,0
"database, gcp, scala, sql","design system, figma, rust, user research",UI/UX Designer Intern,123,4,4,0.0,0
"scala, typescript","database, linux, networking, security",IT Support Intern,177,2,4,0.0,0
"design system, network security, r","git, java, linux, python, pytorch, scala, tensorflow, testing",Software Engineer (C++),64,3,8,0.0,0
"java, nosql, quality assurance, redis, swift, testing","quality assurance, testing",QA Engineer Intern,146,6,2,1.0,1
"css, html, quality assurance, user research","database, java, javascript, mongodb, nosql, python, pytorch, sql, tensorflow",Industrial Software Developer & Program Analyst,48,4,9,0.0,0
"aws, azure, cicd, docker, gcp, kubernetes, terraform","design system, figma, user research",UI/UX Designer (Paid Internship),140,7,3,0.0,0
"adobexd, api, css, firebase, git, html, java, javascript, networking, php, python, vue","cicd, cloud, database, docker, git, javascript, nextjs, nosql, react, scala, sql, testing",AI-Native Fullstack Developer,22,12,12,0.16666666666666666,0
"aws, elasticsearch, fastapi, firebase, tailwind","api, aws, azure, database, django, fastapi, gcp, pandas, python, pytorch, react native, scala, sql, tensorflow",Python Developer - AI Solutions Company - Remote,18,5,14,0.14285714285714285,0
"figma, linux, node, user research","api, express, git, java, javascript, mongodb, node, react, sql, vue",Internship IT Programmer,34,4,10,0.1,0
"bash, css, numpy, r, spark, tensorflow","css, git, html, java, javascript, php, sql",Web Developer (Intern),55,6,7,0.14285714285714285,0
"fastapi, selenium, sql","linux, networking, security, sql","Staff Sistem Administration, IT Security & Networking",129,3,4,0.25,0
"bash, networking, postman, r, wireshark","agile, angular, api, aws, cicd, css, docker, gcp, git, html, java, javascript, jest, kubernetes, node, nosql, python, react, ruby on rails, scala, sql, testing, vue",Junior Software Engineer,1,5,23,0.0,0
"numpy, react native, tableau, tensorflow","agile, css, git, html, java, javascript, jest, react, testing, typescript",Frontend Engineer Web React.Js,41,4,10,0.0,0
"linux, networking","aws, azure, django, fastapi, flask, gcp, git, javascript, nextjs, python, react, react native, scala, sql",Full Stack Developer (Python),17,2,14,0.0,0
"cicd, css, design system, figma, git, react, rust, tailwind, typescript","cicd, css, design system, figma, git, react, rust, tailwind, typescript",Front-End React Developer,54,9,9,1.0,1
"linux, networking, security","database, linux, networking, security",IT Intern,172,3,4,0.75,1
